text,label
kerugian kasus timah suami sandra dewi tembus rp271 t ini rinciannya,Negatif
penyebab cadangan devisa ri us1557 m utang sampai devisa migas,Netral
perketat dhe prabowo selama ini dolar hasil ekspor disimpan di ln,Netral
sultan saham byan santai dulu gak sihhh 😍🙈,Positif
parah ini bos sekelas telkom laporan keuangan dipalsukan apakah hari ini saham tlkm masih telkombuy atau telkomsell🤣🤣,Negatif
investor cerna sentimen pasar global ihsg ditutup semringah,Positif
saham asii hingga brptcuan milik prajogo masuk top laggard cek prospeknya,Positif
kiamat atm ri makin nyata bos artajasa ungkap nasibnya,Netral
harga saham terbang bei suspensi dua emiten hary tanoe,Negatif
bank rakyat indonesia bbri atau bri membocorkan kisikisi besaran dividen tahun buku 2023 yang akan dibagikan kepada para pemegang saham,Positif
anak usaha koinworks ungkap nasib dana lender yang dibawa kabur,Negatif
pandangan suhu tentang shm bmri layak hold long term ga,Netral
ihsg terbang nyaris 2 asing kompak borong saham ini,Positif
ihsg tidak ada tenaga dibuka turun 043,Negatif
jelang rupst ini bocoran dividen yang bakal ditebar tugu,Positif
naik 387 pendapatan pertalife insurance sentuh rp125 t di 2024,Positif
rumah tapak primadona harga di bawah rp 2 miliar paling laris,Netral
jelang pergantian direksi bri bbri ini namanama calon kuatnya,Netral
dulu hampir mati ini rahasia bca bangkit dari kubur jadi raja di ri,Netral
bambang brodjonegoro mundur dari komut bukalapak buka,Netral
lo kheng hong blakblakan sebut kebiasaan ini bikin warga ri miskin,Netral
bisa naik sampai berapa dan bagaimana analisa pergerakan harga saham bmri jika dilihat dari sisi elliott wave analysis pembahasan selengkapnya bisa dibaca disini,Netral
saham bri bbri merupakan salah satu saham yang paling diburu investor asing pada tahun ini memang seberapa menarik bbri,Positif
3 pinjol ditutup ini daftar terbaru 98 p2p lending berizin ojk,Netral
bukannya beda ya buat bandingin bbca sama hmsp ataupun ggrm,Netral
netizen heboh m banking wondr by bni error manajemen buka suara,Negatif
datang dengan kemeja putih harvey moeis jalani sidang tuntutan,Netral
setelah pidato sidang tahunan terakhir jokowi ihsg menguat 054,Positif
investor asing masuk rp 193 t ke pasar ri dolar turun ke rp 16275,Positif
saham tugu pratama tugu terbang 7 hari beruntun ini penyebabnya,Positif
investor kripto ri capai 2127 juta transaksi rp 426 t naik 301,Positif
bi buka suara risiko stagflasi as bawa berkah positif buat rupiah,Netral
pasar kripto pesta pora jelang pengumuman suku bunga the fed,Positif
erick thohir angkat muhamad akbar jadi direktur utama krakatau steel,Netral
dolar as bisa kembali ke level rp 15000 ini proyeksi bos bi,Netral
tidak berlaku untuk byan 😊,Positif
rupiah ditutup babak belur dolar sentuh rp15675,Negatif
semakin tidak punya alasan utk hold saham unvr,Negatif
andalkan nasabah tajir hsbc gandeng bnp paribas luncurkan reksa dana,Positif
david hidayat borong 55 juta saham sido rogoh kocek rp318 miliar,Positif
qris tap bisa dipakai di kereta rs hingga kampus begini caranya,Netral
profil fahri hamzah politikus gelora yang diangkat jadi komisaris btn,Netral
masyarakat ri masih susah asuransi wajib motormobil 2025 molor,Netral
target tak sesuai harapan saham produsen chip amd anjlok 10,Negatif
bni himovers perdagangan di bursa efek indonesia bei 2023 resmi ditutup hari ini saham bni mengalami penguatan positif sepanjang tahun saham bbni ditutup pada harga,Positif
pejabat the fed sepakat mau pangkas suku bunga bulan september,Netral
saham gudang garam ggrm udah longsor 2312 efek kinerja,Negatif
heboh di medsos mayora bantah ada phk massal,Netral
pemangkasan suku bunga makin dekat rupiah bisa makin kuat,Positif
jadwal operasional bca bri bni mandiri dan bsi selama idul adha,Netral
rupiah anjlok 400 perak dalam seminggu ini penjelasan lengkap bi,Negatif
bukan hanya ri malaysiavietnam juga wajibkan penempatan 100 dhe,Netral
bi ungkap penyebab pasar saham ri merah saat rupiah relatif stabil,Negatif
kinerja unggul sarana mitra luas raih rating ida dari pefindo,Positif
kyknya enak kalo punya uang 2m dibeliin saham itmgsektor tambang 2m dibeliin bbri hidup dari deviden 400jt minimal didapat dari setahun enak kyknya ngandai aja dulu kesampean kagak jg gapapa,Positif
as india diramal cerah ri bakal ketiban untung,Positif
komisaris independen mineral sumberdaya mandiri aksi meninggal dunia,Negatif
bitcoin cs terbang bersorak kemenangan donald trump,Positif
negara untung dividen bumn lebih besar dari pmn,Positif
rupiah kembali terkoreksi dolar dekati level rp 16100,Negatif
saham atau reksa dana mana investasi yang lebih cocok buat kamu,Netral
ini obrolan 7 taipan ri saat berkumpul di ikn,Netral
ace hardware aces bagi dividen rp 5735 miliar simak jadwalnya,Positif
10 juta aja mau beli 90 saham bca 🗿,Positif
usai terbang pekan lalu wall street kebakaran hari ini,Negatif
lo kheng hong ungkap kebiasaan warga ri bikin miskin ternyata ini,Netral
sekarang kalau mau beli saham bca harus punya uang satu juta anjir valuasi nya emang ngeri,Negatif
bi buka suara soal 2 pejabat jadi komisaris bri bni,Netral
prospek saham prajogo pangestu brpt amp tpia kala cuan mau akuisisi ptro,Positif
gagal cetak rekor baru ihsg melemah dibebani kinerja 5 saham ini,Negatif
breaking rupiah strong dolar terkapar ke rp15075,Positif
jokowi lantik aida s budiman jadi komisioner lps hari ini,Netral
ihsg kebakaran asing kompak lepas 10 saham ini,Negatif
pandu sjahrir buka suara soal danantara,Netral
mungkinkah shm asii kembali ke 5600 lagi kalo mau masuk skrg di harga 5700 gimana atau wns dulu,Netral
valuasi asii oke lah sedangtapi ini normal asii bukan untuk dibeli setahun langsung terbang bagger ini tipikal saham defensif di tabung rutin likuid naik pelan2 dividen ngalir gak perlu all in buat invest cocok dah ya segitu dulu semoga baik,Positif
pt hanjaya mandala sampoerna tbk hmsp akan membagikan untuk tahun buku 2022 sebesar rp6362598806430 atau rp547 per saham hmsp mencatatkan laba bersih yang dapat diatribusikan kepada pemilik entitas induk pada 2022 sebesar rp6323743746356,Positif
oiya mas mau nanya saya punya 1 lot aja sih bbca avg 9150 itu baiknya pas ex date itu saya jual atau hold aja ya terimakasih,Netral
ihsg diprediksi lesu cek saham asii enrg excl dan indf,Negatif
harita nickel nckl mau akuisisi tambang nikel di obi,Positif
nyolong saham bbca 100,Positif
ihsg semringah pasca pelantikan menteriwakil menteri prabowo,Positif
dua direksi diboyong ke bri ini kata bsi bris,Netral
datang ke ri disambut luhut intip kekayaan elon musk,Netral
bi rate naik di april tetap 625 di mei ini penjelasannya,Netral
2023 premi asuransi maximus tembus rp187 t,Positif
banyak kabar baik ihsg ditutup bergairah balik ke 7600an,Positif
sosok miliarder termuda singapura anak tunggal pewaris rp2555 t,Netral
duit miliaran raib satu petinggi bank victoria syariah tersangka,Negatif
dibuka hari ini cek syarat tata cara daftar rekrutmen bersama bumn,Netral
3 bulan cuan rp 188 triliun cek pergerakan harga saham admr,Positif
konglomerat adani rugi us 55 miliar akibat tuduhan suap,Negatif
breaking bank mandiri bmri cetak laba rp5578 t sepanjang 2024,Positif
aku baru himpun sekitar 6 saham dividen jumbo yang kasih jebakan tersebut seperti intp 20172021 unvr hmsp ggrm lppf dan satu lagi cek di artikel ini ya,Negatif
asing terciduk lego 10 saham ini kala ihsg cetak rekor tertinggi,Negatif
target ojk 2024 kredit bank tumbuh 911 dpk 68,Positif
breaking ihsg dibuka ambruk 118,Negatif
rupiah kembali keok dolar sentuh rp16355,Negatif
ifg life resmi akuisisi mandiri inhealth,Positif
saham bbri bbni bmri cetak rekor lagi gegara pilpres bakal 1 putaran,Positif
hallo bni himovers perdagangan di bursa efek indonesia bei 2023 resmi ditutup hari ini saham bni mengalami penguatan positif sepanjang tahun saham bbni ditutup pada harga rp5375 per lembar atau naik 165 secara year to date ytd dengan,Positif
buang dolar pilih bitcoin negara kecil ini jadi terkaya di dunia,Netral
disebut mau akuisisi bakmi gm ini gurita bisnis grup djarum,Netral
untuk saham top gainer amp top loser hari ini top gainer itmg rp 23675 925 film rp 2600 390 untr rp 23200 350 top loser byan rp 13400 1325 mbap rp 4830 845 tcpi rp 6500 750,Netral
saham tpia dan wika menjulang indeks bisnis27 rebound,Positif
pdhal unvr tuh udah donasi ke palestina loh berati memang ga pro isriwil semoga gada boikot2 lg yaa biar bangkit,Positif
nantikan sabda powell wall street menghijau,Positif
hmsp ada yang sepemikiran kalo dia sudah ada di area atraktif menurut chart teknikal fundamental i dont know chart januari kemarin 5 wave down akan selesai rsi weekly divergen volume profile di harga 610710 menunjukan void area,Positif
indeks bisnis27 ditutup naik saham untr inco bmri perkasa,Positif
badai masih berlanjut waswas rupiah rawan melemah,Negatif
bsi bris bakal genjot bisnis emas 3 segmen nasabah ini dibidik,Positif
indeks bisnis27 ditutup melemah saham wika tpia dan inkp paling lemah,Negatif
laba bni bbni tembus rp 125 t di juli 2024 ini penopangnya,Positif
bursa siapkan market maker saham zombie bakal makin dikit,Netral
tersangkut kasus korupsi dirut taspen dinonaktifkan erick thohir,Negatif
saham asii mdka amp goto dilego asing saat pilpres 2024,Negatif
seperti rokok aplikasi pinjol diminta pasang peringatan risiko tinggi,Netral
btn dan mandiri capital bikin btn fund incar investasi ke startup,Positif
wir group tunjuk stephen budiman ng jadi dirut,Netral
tlkm tunggu di 3600an tuh kali aja double bottom,Positif
5 fakta kasus dugaan korupsi timah helena lim harvey moeis,Netral
hore pemegang saham bbri bakal dapat dividen interim rp 127 triliun,Positif
hashim bocorkan ada perintah khusus untuk bank bumn simak,Netral
makasi mas deka minta kado saham byan 10 lot ya,Positif
ihsg terbang 1 transaksi ramai tembus rp119 t,Positif
bi indeks keyakinan konsumen februari 2025 melambat jadi segini,Negatif
pasar tunggu hasil pilpres as ihsg ditutup ambruk 144,Negatif
petaka bawa berkah ini alasan resesi bisa cetak orang kaya baru,Netral
investor siapsiap ini emiten yang bakal bagi dividen oktober 2024,Positif
telkom indonesia tlkm tengah mencari mitra strategis dukung ekspansi unit usahanya data center co dengan peluang kepemilikan saham 20,Netral
hmsp tapi 2 bulan terakhir mulai naik 😀,Positif
pertama kali beli saham maret 2017 beli 1 lot aali harga waktu itu 14 ribuan karena mikirnya itu sahamnya astrataunya salah ticker code harusnya asii 😂 besok2nya begitu naik langsung jualcuan 50 ribuan wkwkwk,Positif
jelang rapat the fed nilai tukar dolar as turun ke rp 15345,Positif
seabank berhatihatilah ini risiko yang sedang mengintai,Negatif
ratu judi dunia asal israel dapat durian runtuh jadi orang terkaya,Netral
nek oleh aku meh duweni saham bmri 30000lot wae,Positif
gw tetap saham bbca,Positif
untuk saham top gainer amp top loser hari ini top gainer jecc rp 4940 590 rdtx rp 10925 475 tfas rp 3460 440 top loser itmg rp 34600 775 byan rp 20100 700 aali rp 7825 375,Netral
update kasus investree ojk bukabukaan syarat lender yang dilindungi,Netral
ini kata menteri bumn soal penunjukan ifan seventeen jadi dirut pfn,Netral
kena pajak 40 ini dia daftar artis pemilik bisnis karaoke,Netral
yugen ihsg hari ini menguat hmsp hingga bbni masuk menu saham pilihan,Positif
4 saham terbaik dan tercuan untuk investasi jangka panjang ✓bbca ✓bbri ✓bbni ✓bmri,Positif
cek satu2 nder ini bocoran inceran saham deviden tahun ini lppf hmsp ipcc mpmx pans hexa,Netral
rbc mepet batas indonesia re tunggu pmn rp 1 t tahun ini,Netral
inflasi medis membengkak oona abda pede masuk asuransi kesehatan,Netral
awas kena tipu ini perbedaan debt collector asli vs palsu,Netral
ihsg rupiah ambruk saham ini malah cetak cuan gede,Positif
kinerja saham unvr masih minus sampai skrg dibanding 2021,Negatif
saham konglomerat ini jadi biang kerok ihsg ambruk 158,Negatif
bukan cuma lending masyarakat ri juga butuh nabung,Netral
hatihati perush sebesar ggrm amp hmsp hanya didagangkan 11 m amp 19 mhari selera pasar masih nggak mau ke sektor rokok khususnya amp konsumer umumnya,Negatif
nanti lihat kinerja kuartal iv skrg saham unvr mgkn kena tekanan temporer doangkl rilis kinerjanya anjloksahamnya bakal turun lbh dalam gw sih ga menyuarakan bds tp bismillah mulai transisi menghindari produk unvr dan lainnya yg terafiliasi🇮🇱cm produk yg ada habiskan dulu,Negatif
ihsg sesi i bersinar harga saham bca bri bni btn dan cimb terbang,Positif
bni bidik pertumbuhan kredit 10 tahun ini ditopang 2 sektor,Positif
morgan stanley pangkas rating saham ri jadi underweight ini alasannya,Netral
bumn minta keamanan cyber perusahaan pelat merah terus ditingkatkan,Netral
jika ditotal sepanjang 2023 setidaknya tercatat ada delapan kali pembelian saham byan oleh low tuck kwong,Positif
gagal penuhi modal minimum 2 asuransi kembalikan izin ke ojk,Negatif
ihsg anjlok perusahaan tambang tak perlu khawatir,Negatif
72 tungku siap alamtri targetkan produksi aluminium perdana tahun ini,Positif
saham bank kebakaran ihsg ditutup koreksi,Negatif
bismillah aww yuk belajar atm dll nabung investasi saham jii kode sahamnya aces adro akra antm asii bris cpin emtk excl icbp inco indf inkp intp itmg klbf mapi mika pgas ptba smgr tlkm tpia untr unvr jadikan investasi gaya hidup tks www,Positif
merger dengan mnc tidak jelas bank nobu umumkan calon pemilik baru,Negatif
berantas judi online bni bbni blokir 214 rekening,Negatif
semua bank di ri bakal diguyur rp290 t tahun depan ini sumbernya,Positif
bos bi bocorkan peta jalan penerapan rupiah digital,Netral
trading jumat 16022024📈 🚀 film bren aces jsmr medc klbf ihsg technical view👀 ihsg ditutup naik 13 kemarin dan disertai dengan net buy asing 233 triliun saham yang paling banyak dibeli asing adalah bmri bbca bbri bbni dan tlkm,Positif
bursa asia hijau royoroyo nikkei paling kencang,Positif
saham teknologi diobral google cs boncos rp 12441 t,Negatif
ihsg dibuka perkasa naik 1 ke level 6654,Positif
asing rajin tanam modal ke ri ihsg melesat 142 pekan ini,Positif
investor siapsiap ada 59 calon emiten ipo tahun ini cari rp 50 t,Positif
bos perbanas ungkap momok industri perbankan tahun ini,Netral
wika komitmen lakukan perbaikan kinerja,Positif
btn bbtn siapkan kas rp2037 t untuk periode nataru,Netral
ini alasan super apps bank bumn pakai kata bahasa inggris,Netral
cuan gak abisabis bos bayan resources borong saham byan hingga rp197 miliar,Positif
unilever unvr catat penjualan rp351 t sepanjang 2024,Positif
menteri maman jamin hapus utang petani dan umkm tak pakai apbn,Netral
aturan baru pinjol ojk debt collector boleh tagih asal penuhi syarat,Netral
saat dekat dengan soeharto malah bikin bisnis salim ambruk,Negatif
waspada perang dagang data genting as rupiah masih rawan melemah,Negatif
rapp perusahaan pertama pakai bus listrik ini alasannya,Netral
pembiayaan tumbuh double digit kinerja bsi makin solid,Positif
ekonom uob pastikan likuiditas perbankan masih longgar ini alasannya,Netral
deretan saham favorit investor asing sepekan bmri bbca dkk masuk daftar,Positif
profil elaine low anak konglomerat ri dapat kado saham rp 122 t,Netral
total trading value mencapai rp63 triliun dengan penguatan saham bbni sepanjang tahun ini akan mendorong bni untuk mencatatkan kinerja yang lebih baik di masa depan serta meningkatkan kepercayaan investor terhadap kinerja bni,Positif
prabowo tegas dolar eksportir bakal wajib disimpan lebih lama di ri,Netral
dua direksi borong saham byan di harga pucuk termasuk low tuck kwong,Positif
penukaran uang baru bi dimulai 3 maret maksimal rp43 jutaorang,Netral
pernikahan viral segini harta budisatrio keponakan prabowo,Netral
rupiah dibuka menguat dolar as turun ke rp 16150,Positif
saham asii tolong berikan keberuntungan kepada saya🙏,Positif
erick thohir beberkan 92 proyek strategis kementerian bumn beres,Positif
dompet digital terkenal cuci uang bayar uang damai rp 131 t,Netral
kisah jim simons pendiri hedge fund profit ratarata 60 setahun,Netral
jelang peluncuran danantara saham bumn ambruk,Negatif
saham bank jumbo bangkit bbni paling kenceng naik 16 sebulan,Positif
dolar as tembus rp 16200 erick blakblakan bumn ini terdampak,Negatif
untuk saham top gainer amp top loser top gainer ptsp rp 6075 550 asii rp 5750 350 arto rp 3490 290 top loser dcii rp 40075 2400 ammn rp 5900 1300 icbp rp 10525 1025,Netral
benarkah 90 hari nunggak pinjol tidak ditagih lagi,Netral
indosat isat cetak laba rp 49 triliun sepanjang 2024 melesat 9,Positif
dhe 100 simpan di ri perusahaan jangan khawatir arus kas terganggu,Netral
asing diamdiam koleksi saham tambang kala ihsg melemah,Positif
laba bersih divisi otomotif astra international naik 18 ke rp 1141 t,Positif
7 fakta ihsg ambruk dan dihentikan perdagangannya kronologipenyebab,Negatif
sesumbar putin soal ekonomi rubel meroketdolar nyungsep,Netral
perbaikan kinerja jadi bukti tata kelola pt timah semakin baik,Positif
iranisrael memanas begini proyeksi harga minyak dunia dan bbm di ri,Netral
harga naik tajam bei gembok perdagangan saham wgsh dan udng,Negatif
perhatian inalum ditargetkan ipo pada tahun 2026,Positif
canggihnya qris tap mau bayar cuma butuh 03 detik,Netral
indeks bisnis27 ditutup menguat saham mdka bmri bbri bbca hijau,Positif
asing terciduk diamdiam lego 10 saham ini kala ihsg bergairah,Negatif
rupiah loyo gegara kabar buruk dari as dolar naik ke rp 15160,Negatif
btn targetkan laba naik 14 di 2024,Positif
tahun depan ppn jadi 12 ini dampaknya kata bankir syariah,Netral
ini alasan prabowo ajak konglomerat ri bertemu ray dalio,Netral
sakit bgttt perut haid day one yaallah gusti pengen beli saham bca,Positif
10 saham paling banyak dijual investor asing asii hingga cuan,Negatif
xrp lawan arus pasar kripto melonjak puluhan persen,Positif
menanti data neraca dagang china waspada rupiah masih volatil,Negatif
shm bbca sama bbni udah rilis lapkeu full year kalau saham bbri bmri kapan ya tanggal 31,Netral
bos garuda ungkap gangguan jadwal penerbangan ini penyebabnya,Negatif
pengguna aplikasi brimo naik 22 nilai transaksi tembus rp5596 t,Positif
soal dugaan korupsi libatkan asdp menteri erick buka suara,Negatif
kasih uang pertanggungan 300 allianz andalkan ini buat taruh uang,Netral
kalau dia pegang sahan asii atau bbca sih gak masalah yg dia pegang saham gorengan gak bagi deviden pula,Negatif
emiten rokok kompak menebar dividen tahun buku 2022 sehingga menjadi salah satu sentimen pergerakan saham ggrm hmsp dan wiim,Positif
gak kapok krisis kpr dahsyat wall street malah bikin produk ini,Netral
bocoran terbaru menteri erick juga mau merger bumn ini,Netral
warga ri ngantri ganti mobil jelang lebaran multifinance full senyum,Positif
lo kheng hong umbar kebiasaan yang membuat warga ri miskin,Netral
pasar tunggu inflasi as rupiah ditutup ambruk lagi,Negatif
masuk 19 bumn berpendapatan besar erick thohir apresiasi capaian wskt,Positif
skor buruk slik ojk ancam masa depan cek dan lakukan ini,Negatif
bi tahan suku bunga dolar masih terbang di rp16515,Netral
kalau mau yang jangka panjanng bisa investment aja ke saham nder tp pastikan pakainya bener2 uang dingin yaaa kalau mau invest saham pakai ipot aja menurutku lebih user friendly sih investnya di blue chip imo seperti bbca tlkm dll atau bisa pelajari aja dlu pelajari saham,Positif
etf ethereum spot catat inflow rp80 miliar pasar kripto kompak hijau,Positif
kisah sukses wendy yap pendiri perusahaan roti terbesar ri,Netral
garuda indonesia siapkan 19 juta kursi selama periode lebaran,Netral
3 raja tekstil ri nomor 1 hartanya rp 1319 t,Netral
tugu insurance tugu catat kenaikan premi 20 di q32024,Positif
asing net sell jumbo rp189 t saham ini paling banyak dijual,Negatif
muhammadiyah mau bikin bank syariah besar begini kata ojk,Netral
harga emas cetak rekor terus kapan waktu terbaik buat beli,Netral
profil pemilik bakmi gm calon penerima rp 21 t dari grup djarum,Netral
mega travel fair datang lagi simak deretan promo menariknya,Netral
super apps jadi standar baru layanan digital bank,Netral
erick thohir sambangi menhub bahas soal ini,Netral
harga saham bank mandiri bmri bri bbri hingga bni bbni sentuh rekor ath intip pendorongnya,Positif
cek rekomendasi saham asii goto amp brpt saat ihsg menguat,Positif
1 thn 2021 telkomsel pernah kasus yang sama oleh kepolisian karena statusnya adalah milik negara anak perush bumn dengan saham mayoritas punya tlkm 2 telkomsel memperkaya orang lain dgn kontrak anehnya itu masuk tipikor 3 film masuk di pengadaan barang dan jasa bumn,Negatif
investor ramairamai profit taking bitcoin cs kompak ambruk,Negatif
jelang lebaran sejumlah investor jumbo termasuk blackrock inc belanja saham unilever indonesia unvr,Positif
diamdiam sudah 6490 kantor bank ditutup lebih 4600 atm lenyap,Negatif
ihsg turun tipis asing borong saham bbni hingga goto,Positif
bos btn kondisi gonjangganjing bankir waras jaga pertumbuhan kredit,Netral
bni himovers perdagangan di bursa efek indonesia bei 2023 resmi ditutup hari ini saham bni mengalami penguatan positif sepanjang tahun saham bbni ditutup pada harga rp5375 per lembar atau naik 165 secara year to date ytd dg nilai kapitalisasi,Positif
bank sentral as segera turunkan suku bunga dolar ambruk ke rp15585,Negatif
bca lewat saham bbri naik 5 bmri 6 bbni 4 bris 12,Positif
rupiah masih volatil dolar dibuka stagnan di rp16590,Negatif
15 tahun berlalu korban penipuan rp 110 t terima ganti rugi tapi,Negatif
ihsg berpeluang menguat ke 6772 pada hari ini selasa 472023 mnc sekuritas rekomendasikan saham arto mdka mtel dan unvr,Positif
hari ini jadwal dividen interim bbri,Netral
ojk gas kualitas bpr ini strateginya,Netral
pasar respons sejumlah sentimen penting ihsg dibuka menguat,Positif
jelang libur panjang lebaran ihsg dibuka turun 05,Negatif
pertemuan bank indonesia dimulai akankah mendongkrak rupiah hari ini,Netral
selamat makin naik terus harga saham bmri,Positif
beli rumah bebas ppn diperpanjang ini kata bos btn bbtn,Netral
bfi finance bfin pangkas 1167 karyawan dalam 6 bulan,Negatif
bendungan garapan wika ini sukses diresmikan jokowi,Positif
korsel darurat militer indeks kospi kosdaq ambruk nyaris 2,Negatif
ihsg dibuka loyo lagi balik ke 7600an,Negatif
ihsg berisiko melemah ke 7150 hari ini cermati saham adro bbni brpt amp smgr,Negatif
wah udah lepas banyak saham ternyata tlkm di goto wkwk,Negatif
di saat orangorang bergerilya beli saham buka gue jadi inget masih nyangkut 40 di hmsp 😢,Negatif
bitcoin cetak rekor harga tertinggi tembus rp109 miliar,Positif
bos adaro energy adro bukabukaan soal divestasi anak usaha,Netral
emiten teknologi remala abadi data ipo dananya bakal dipakai ini,Positif
laba bank panin pnbn anjlok 2662 jadi rp 128 triliun,Negatif
bi rate turun jadi 575 bikin kaget pasar bankir kompak bilang gini,Positif
bursa asia dibuka variatif nikkei menguat kospi ambles nyaris 1,Negatif
asing kembali net buy rupiah kita juga menguat yuk bisa yuk window dressing 😊 info saham lainnya bisa juga follow tiktok 👇,Positif
wall street dibuka variatif investor tunggu data inflasi as,Netral
modal banyak tp ga ngambil emiten bank kyk bbca bbri bmri tuh knp😭,Positif
lolos rampok emas 960 kg di ri malah ketahuan gegara ulah istri,Negatif
4 peraturan baru asuransi dapen terbit tahun ini cek rinciannya,Netral
taspen cetak laba rp 12 t sepanjang 2024,Positif
pemilu diperkirakan bakal dua putaran begini respons investor,Netral
ketua komisi xi dpr revisi uu p2sk untuk perkuat peran bi,Netral
bdmn umumkan rombak direksi dan bagikan dividen rp 11385 per saham,Positif
ini kebiasaan warga ri yang bisa bikin miskin menurut lo kheng hong,Netral
warren buffett ungkap hal ini bikin bisnis anda hancur dalam 5 menit,Netral
kaget bgt bbri naiknya kenceng banget window dressing kah,Positif
ada katalis positif di akhir tahun bitcoin bisa all time high lagi,Positif
hashim kasih bocoran duit danantara akan dipakai buat ini,Netral
dua emiten syariah ini akan dikeluarkan dari daftar efek short selling,Negatif
sektor ini disebut jadi primadona tahun ini apa saja,Netral
dipanggil ojk influencer saham ahmad rafif dipastikan tak berizin,Negatif
asing bawa kabur rp 31 triliun kala ihsg ambruk lego 10 saham ini,Negatif
kisah stanley druckenmiller investor kaya penakluk bank,Netral
adakan kegiatan edukasi keuangan ke anak sma sejaksel ini pesan ojk,Netral
jelang lapkeu saham emiten ini diburu investor asing,Positif
bmri turun dhn performa lbih apik,Positif
ga kepengen r4 atau r2 cuman kepengen punya asii sebanyak jumlah lot maksimal dalam sekali order saham di idx,Positif
ina smf dan lpi disebut bakal gabung ke danantara,Netral
saham bni bbni ngegas tembus rp 5000 sebulan melejit 14,Positif
harryjanto lasmana mundur dari kursi dirut mandala finance,Netral
bursa efek indonesia pecat 5 karyawan karena terima suap ipo,Negatif
jadi buruan investor saham bbni cetak rekor tertinggi sepanjang masa msn,Positif
ihsg ambruk 4 hari kemarin asing kompak incar saham ini,Positif
ihsg suram masih pagi turun 15 ternyata ini biang keroknya,Negatif
garap tol kediri gudang garam ggrm bikin anak usaha baru rp35 t,Positif
ihsg dibuka bergairah lagi makin dekati level 7500an,Positif
profil bernard arnault raja fashion mewah berharta rp2788 triliun,Netral
daftar harta presiden ri siapa paling kaya dan miskin,Netral
ri ternyata punya koin rp10000 harga jual tembus puluhan juta,Netral
bei terbitkan aturan reksadana kik batas nab turun jadi rp1 miliar,Netral
selamatkan rupiah bi borong surat utang rp707 triliun di awal tahun,Positif
ceo indosat borong saham indosat isat rogoh kocek rp2 m,Positif
trump menang pemilu as dow jones dan sp 500 pecah rekor,Positif
hasil rups btn duet nixononi bertahan sebagai dirut wadirut,Netral
investor profit taking ihsg dibuka loyo,Negatif
panas kursi kadin ini sumber kekayaan anindya bakrie vs arsjad rasjid,Netral
emiten kapal habco hatm putus kerja sama dengan cakra buana cbre,Negatif
dengan outlook yang cukup baik tim analis bareksa merekomendasikan saham 痩bbri dan bbni di tahun ini kedua bank ini memiliki komposisi segmen kredit konsumsi dan segmen korporasi diproyeksi menguat,Positif
kisah raja rokok ri ganti nama produk gegara bisikan mimpi,Netral
penguatan data skor kredit slik ojk tidak bisa diakses 2326 agustus,Netral
babak belur perusahaan udang kaesang rugi rp 210 miliar ini namanya,Negatif
pelaku pasar tunggu data penting as dolar turun ke rp 15740,Positif
unilever unvr bagi dividen rp63 per saham total rp24 triliun cek jadwalnya,Positif
gw cl juga akhirnya tlkm gw udah gw hold lama banget ga naek naek aturan gw jualnya tahun 2022 kemaren yak sebelum tlkm beli saham goto,Negatif
50 emiten terancam delisting belum lakukan buyback ojk bilang begini,Negatif
pendapatan tembus rp32996 t bos bpjs kita tak akan bangkrut,Positif
trump sampai utang luar negeri ri biang kerok rupiah jatuh,Negatif
indonesia antiscam center catat dana hilang masyarakat ada rp 78 m,Negatif
alert ihsg ambruk 2 lebih investor pasar modal waswas,Negatif
hari pendaftaran pilkada ihsg dibuka kurang tenaga,Negatif
perdagangan bursa karbon ri lebih tinggi dari jepang malaysia,Positif
ada 12 asuransi mau serahkan bisnis syariah,Netral
asuransi catat pendapatan premi rp 2966 t ditopang asuransi jiwa,Positif
pemerintah jerman tibatiba jual bitcoin rp336 t investor panik,Negatif
tertekan dolar as laba mayora myor turun 546 yoy sepanjang 2024,Negatif
portofolio livin investasiku udah gak minus lagi ini berkat bbri 147 bbni 721 bmri 294 dan bbca 08 saham bank memang menggiurkan ･ｰ,Positif
asuransi gaya hidup mau ipo harga saham rp100rp110 per saham,Positif
hmsp bbtn ptpp gue udah mulai naik kok wkwk,Positif
heboh asuransi wajib motor dan mobil berlaku 2025 jokowi buka suara,Netral
mana sahamsaham bank besar seperti pt bank central asia bca dan pt bank mandiri bmri juga mengalami peningkatan yang signifikan teruslah berinvestasi dengan bijak dan pantau terus perkembangan pasar saham,Positif
nasabah prirotas bcabribnimandiri wajib punya duit segini minimal,Netral
bursa wallstreet dibuka koreksi jelang fomc minutes,Negatif
baru ipo emiten gas ini udah patok jualan naik 4 kali lipat,Positif
aguan raja properti gencar investasi di ikn punya harta segini,Netral
emiten kapal wins cetak laba us197 juta terbang 603,Positif
ojk bilang gini soal program unggulan prabowo,Netral
konflik iranisrael memanas dolar melesat ke posisi rp 15260,Negatif
bismillah saham bca 100lot,Positif
isu akuisisi kembali mencuat saham bank panin bergeliat lagi,Positif
bank btn mau akuisisi bank victoria syariah ini jadwal nilainya,Positif
the fed pangkas 25 bps pasar kripto pesta,Positif
ojk terbitkan taksonomi hijau versi 2 ini isinya,Netral
gokil swf terbesar dunia catat rekor untung tembus rp 3363 t,Positif
krom bank indonesia bbsi jual aset rp 295 miliar,Negatif
